OrderID,OrderDate,CustomerID,CustomerName,City,State,Region,Segment,ProductID,ProductName,Category,Quantity,UnitPrice,DiscountPercent,Sales,CostPrice,Profit,ProfitMargin,PaymentMode,ShippingMode,DeliveryDays,Salesperson,Returned
ORD00143,2025-02-18,C262,Customer 248,Delhi,Delhi,North,Corporate,P001,Wireless Mouse,Electronics,1,1048,10,943.2,250,703.68,74.61,Credit Card,Standard,2,Aisha,No
ORD00144,2025-06-24,C243,Customer 270,Hyderabad,Telangana,South,Home Office,P003,Monitor,Electronics,2,1782,10,3207.6,800,1643.24,51.23,Credit Card,Express,4,Arjun,No
ORD00145,2025-05-30,C182,Customer 253,Delhi,Delhi,North,Corporate,P005,Laptop Stand,Accessories,1,1166,10,1049.4,220,841.06,80.15,Debit Card,Same Day,3,Kiran,No
ORD00146,2025-06-19,C099,Customer 163,Kochi,Kerala,South,Home Office,P004,Office Chair,Furniture,8,1410,0,11280.0,500,7280.0,64.54,Debit Card,Standard,5,Aisha,Yes
ORD00147,2025-10-21,C026,Customer 205,Mumbai,Maharashtra,West,Corporate,P001,Wireless Mouse,Electronics,9,765,20,5508.0,250,3533.4,64.15,UPI,Standard,1,Priya,No
ORD00148,2025-11-12,C076,Customer 43,Delhi,Delhi,North,Consumer,P001,Wireless Mouse,Electronics,9,976,15,7466.4,250,5414.04,72.51,UPI,Same Day,6,Meena,Yes
ORD00149,2025-08-04,C052,Customer 7,Kochi,Kerala,South,Corporate,P002,Keyboard,Electronics,3,1170,0,3510.0,180,2970.0,84.62,Credit Card,Express,5,Aisha,No
ORD00150,2025-01-11,C221,Customer 290,Bengaluru,Karnataka,South,Home Office,P005,Laptop Stand,Accessories,7,355,10,2236.5,220,721.35,32.25,Net Banking,Standard,4,Kiran,Yes
ORD00151,2025-08-17,C035,Customer 8,Mumbai,Maharashtra,West,Home Office,P002,Keyboard,Electronics,10,992,15,8432.0,180,6855.2,81.3,Cash,Same Day,5,Aisha,Yes
ORD00152,2025-11-26,C242,Customer 109,Mumbai,Maharashtra,West,Consumer,P008,Webcam,Electronics,9,904,0,8136.0,700,1836.0,22.57,UPI,Express,1,Ravi,Yes
ORD00153,2025-01-10,C142,Customer 292,Bengaluru,Karnataka,South,Consumer,P002,Keyboard,Electronics,2,412,15,700.4,180,358.94,51.25,Cash,Same Day,6,Priya,Yes
ORD00154,2025-05-31,C286,Customer 256,Kochi,Kerala,South,Corporate,P006,Headphones,Electronics,3,1447,0,4341.0,600,2541.0,58.53,Debit Card,Standard,6,Ravi,Yes
ORD00155,2025-06-09,C160,Customer 85,Chennai,Tamil Nadu,South,Corporate,P001,Wireless Mouse,Electronics,10,431,15,3663.5,250,1260.47,34.41,Net Banking,Standard,3,Arjun,No
ORD00156,2025-07-05,C084,Customer 214,Kochi,Kerala,South,Corporate,P008,Webcam,Electronics,3,948,0,2844.0,700,744.0,26.16,Cash,Express,3,Kiran,No
ORD00157,2025-06-20,C008,Customer 78,Hyderabad,Telangana,South,Home Office,P005,Laptop Stand,Accessories,1,956,20,764.8,220,583.04,76.23,Debit Card,Same Day,4,Priya,No
ORD00158,2025-08-20,C146,Customer 1,Kochi,Kerala,South,Corporate,P007,Desk,Furniture,7,2216,5,14736.4,1500,4275.18,29.01,Debit Card,Express,4,Priya,Yes
ORD00159,2025-10-08,C256,Customer 178,Bengaluru,Karnataka,South,Home Office,P005,Laptop Stand,Accessories,10,470,10,4230.0,220,2077.0,49.1,UPI,Same Day,5,Meena,No
ORD00160,2025-01-30,C203,Customer 239,Kochi,Kerala,South,Home Office,P004,Office Chair,Furniture,4,916,20,2931.2,500,1077.76,36.77,Credit Card,Express,5,Ravi,No
ORD00161,2025-02-02,C120,Customer 204,Delhi,Delhi,North,Home Office,P008,Webcam,Electronics,2,1349,10,2428.2,700,1055.18,43.46,Net Banking,Express,7,Kiran,No
ORD00162,2025-04-19,C099,Customer 48,Delhi,Delhi,North,Consumer,P008,Webcam,Electronics,10,1006,5,9557.0,700,2582.15,27.02,Debit Card,Express,5,Kiran,No
ORD00163,2025-09-10,C192,Customer 55,Delhi,Delhi,North,Corporate,P007,Desk,Furniture,3,1852,0,5556.0,1500,1056.0,19.01,Cash,Standard,2,Arjun,Yes
ORD00164,2025-02-18,C018,Customer 105,Hyderabad,Telangana,South,Home Office,P006,Headphones,Electronics,9,1321,0,11889.0,600,6489.0,54.58,Cash,Same Day,5,Priya,No
ORD00165,2025-11-08,C068,Customer 131,Mumbai,Maharashtra,West,Consumer,P005,Laptop Stand,Accessories,2,777,20,1243.2,220,865.36,69.61,Debit Card,Standard,2,Meena,Yes
ORD00166,2025-12-28,C235,Customer 250,Chennai,Tamil Nadu,South,Consumer,P001,Wireless Mouse,Electronics,1,920,10,828.0,250,587.2,70.92,Net Banking,Same Day,4,Ravi,Yes
ORD00167,2025-12-09,C260,Customer 202,Hyderabad,Telangana,South,Consumer,P005,Laptop Stand,Accessories,10,558,0,5580.0,220,3380.0,60.57,Cash,Standard,3,Priya,Yes
ORD00168,2025-10-11,C015,Customer 25,Chennai,Tamil Nadu,South,Corporate,P003,Monitor,Electronics,5,1260,0,6300.0,800,2300.0,36.51,Net Banking,Same Day,6,Aisha,No
ORD00169,2025-04-12,C153,Customer 226,Chennai,Tamil Nadu,South,Home Office,P001,Wireless Mouse,Electronics,3,675,0,2025.0,250,1275.0,62.96,UPI,Express,3,Arjun,No
ORD00170,2025-03-28,C226,Customer 123,Chennai,Tamil Nadu,South,Consumer,P007,Desk,Furniture,6,2092,15,10669.2,1500,1951.62,18.29,UPI,Express,6,Priya,Yes
ORD00171,2025-03-13,C229,Customer 50,Bengaluru,Karnataka,South,Corporate,P003,Monitor,Electronics,2,1533,10,2759.4,800,1190.06,43.13,UPI,Same Day,1,Meena,No
ORD00172,2025-03-15,C170,Customer 114,Bengaluru,Karnataka,South,Home Office,P006,Headphones,Electronics,8,818,10,5889.6,600,1155.04,19.61,UPI,Standard,6,Meena,Yes
ORD00173,2025-05-07,C080,Customer 14,Bengaluru,Karnataka,South,Corporate,P008,Webcam,Electronics,5,1228,15,5219.0,700,1857.15,35.58,Net Banking,Express,3,Priya,No
ORD00174,2025-02-28,C079,Customer 263,Chennai,Tamil Nadu,South,Consumer,P008,Webcam,Electronics,6,1267,15,6461.7,700,2432.74,37.65,Credit Card,Same Day,4,Arjun,Yes
ORD00175,2025-05-03,C122,Customer 50,Bengaluru,Karnataka,South,Corporate,P005,Laptop Stand,Accessories,6,762,10,4114.8,220,2840.52,69.03,Debit Card,Express,2,Ravi,No
ORD00176,2025-06-24,C262,Customer 72,Kochi,Kerala,South,Corporate,P003,Monitor,Electronics,1,1352,20,1081.6,800,335.68,31.04,UPI,Same Day,3,Priya,No
ORD00177,2025-10-20,C093,Customer 71,Chennai,Tamil Nadu,South,Consumer,P007,Desk,Furniture,7,1823,10,11484.9,1500,1112.51,9.69,Net Banking,Standard,6,Priya,Yes
ORD00178,2025-05-21,C090,Customer 106,Chennai,Tamil Nadu,South,Consumer,P002,Keyboard,Electronics,10,1028,15,8738.0,180,7169.3,82.05,Net Banking,Same Day,6,Aisha,Yes
ORD00179,2025-07-28,C029,Customer 266,Bengaluru,Karnataka,South,Corporate,P005,Laptop Stand,Accessories,1,387,20,309.6,220,105.08,33.94,Debit Card,Express,7,Aisha,No
ORD00180,2025-03-10,C137,Customer 128,Chennai,Tamil Nadu,South,Consumer,P002,Keyboard,Electronics,7,1061,15,6312.95,180,5220.06,82.69,Net Banking,Express,1,Priya,No
ORD00181,2025-02-06,C062,Customer 183,Hyderabad,Telangana,South,Home Office,P001,Wireless Mouse,Electronics,9,806,20,5803.2,250,3843.36,66.23,Credit Card,Express,7,Aisha,No
ORD00182,2025-08-17,C263,Customer 14,Hyderabad,Telangana,South,Home Office,P001,Wireless Mouse,Electronics,2,1098,15,1866.6,250,1416.01,75.86,Net Banking,Standard,1,Priya,Yes
ORD00183,2025-06-09,C129,Customer 285,Delhi,Delhi,North,Consumer,P004,Office Chair,Furniture,3,771,0,2313.0,500,813.0,35.15,UPI,Standard,6,Aisha,Yes
ORD00184,2025-08-26,C268,Customer 123,Chennai,Tamil Nadu,South,Home Office,P005,Laptop Stand,Accessories,10,972,20,7776.0,220,5964.8,76.71,Cash,Standard,3,Ravi,Yes
ORD00185,2025-10-27,C257,Customer 144,Hyderabad,Telangana,South,Consumer,P001,Wireless Mouse,Electronics,2,826,15,1404.2,250,941.37,67.04,UPI,Standard,4,Priya,Yes
ORD00186,2025-03-26,C010,Customer 200,Bengaluru,Karnataka,South,Home Office,P004,Office Chair,Furniture,10,1073,15,9120.5,500,4361.93,47.83,Cash,Same Day,7,Kiran,Yes
ORD00187,2025-05-04,C172,Customer 224,Chennai,Tamil Nadu,South,Home Office,P007,Desk,Furniture,6,1946,15,9924.6,1500,1187.31,11.96,Debit Card,Express,7,Kiran,Yes
ORD00188,2025-05-08,C217,Customer 6,Delhi,Delhi,North,Corporate,P006,Headphones,Electronics,3,1396,10,3769.2,600,2011.08,53.36,UPI,Same Day,2,Ravi,No
ORD00189,2025-04-26,C072,Customer 216,Bengaluru,Karnataka,South,Corporate,P007,Desk,Furniture,9,2285,0,20565.0,1500,7065.0,34.35,Cash,Same Day,1,Ravi,Yes
ORD00190,2025-01-19,C052,Customer 129,Kochi,Kerala,South,Consumer,P005,Laptop Stand,Accessories,10,599,20,4792.0,220,2831.6,59.09,Net Banking,Standard,4,Priya,Yes
ORD00191,2025-03-03,C031,Customer 264,Chennai,Tamil Nadu,South,Corporate,P005,Laptop Stand,Accessories,5,675,5,3206.25,220,2114.69,65.96,UPI,Express,5,Kiran,Yes
ORD00192,2025-07-28,C296,Customer 148,Chennai,Tamil Nadu,South,Corporate,P008,Webcam,Electronics,9,934,10,7565.4,700,1349.46,17.84,Credit Card,Same Day,1,Aisha,No
ORD00193,2025-04-14,C281,Customer 188,Delhi,Delhi,North,Corporate,P008,Webcam,Electronics,10,1026,15,8721.0,700,1951.85,22.38,Net Banking,Express,5,Meena,No
ORD00194,2025-04-07,C263,Customer 280,Chennai,Tamil Nadu,South,Corporate,P005,Laptop Stand,Accessories,4,661,5,2511.8,220,1638.41,65.23,Net Banking,Express,1,Arjun,Yes
ORD00195,2025-05-19,C146,Customer 111,Hyderabad,Telangana,South,Corporate,P004,Office Chair,Furniture,9,933,15,7137.45,500,2826.38,39.6,UPI,Standard,2,Kiran,Yes
ORD00196,2025-08-14,C182,Customer 56,Mumbai,Maharashtra,West,Home Office,P006,Headphones,Electronics,1,1229,15,1044.65,600,472.3,45.21,Credit Card,Same Day,6,Priya,No
ORD00197,2025-11-12,C142,Customer 266,Kochi,Kerala,South,Consumer,P006,Headphones,Electronics,6,843,5,4805.1,600,1217.74,25.34,Cash,Express,7,Aisha,Yes
ORD00198,2025-10-27,C061,Customer 255,Chennai,Tamil Nadu,South,Corporate,P007,Desk,Furniture,1,2020,20,1616.0,1500,196.8,12.18,Net Banking,Standard,4,Arjun,Yes
ORD00199,2025-05-30,C181,Customer 201,Mumbai,Maharashtra,West,Home Office,P007,Desk,Furniture,8,1894,10,13636.8,1500,1788.32,13.11,Net Banking,Same Day,4,Aisha,No
ORD00200,2025-06-03,C095,Customer 275,Kochi,Kerala,South,Corporate,P001,Wireless Mouse,Electronics,8,739,15,5025.2,250,3158.22,62.85,Credit Card,Express,5,Meena,Yes
ORD00201,2025-05-05,C167,Customer 105,Hyderabad,Telangana,South,Corporate,P002,Keyboard,Electronics,6,1143,20,5486.4,180,4680.72,85.31,UPI,Standard,1,Arjun,No
ORD00202,2025-08-12,C265,Customer 265,Delhi,Delhi,North,Home Office,P005,Laptop Stand,Accessories,5,871,20,3484.0,220,2558.2,73.43,Cash,Express,4,Arjun,Yes
ORD00203,2025-09-26,C118,Customer 51,Mumbai,Maharashtra,West,Corporate,P006,Headphones,Electronics,1,1392,0,1392.0,600,792.0,56.9,Debit Card,Same Day,4,Aisha,Yes
ORD00204,2025-11-16,C176,Customer 272,Mumbai,Maharashtra,West,Home Office,P004,Office Chair,Furniture,8,1011,15,6874.8,500,3056.78,44.46,UPI,Standard,3,Arjun,No
ORD00205,2025-12-02,C151,Customer 176,Hyderabad,Telangana,South,Home Office,P002,Keyboard,Electronics,9,459,0,4131.0,180,2511.0,60.78,Cash,Same Day,2,Kiran,No
ORD00206,2025-01-31,C290,Customer 55,Delhi,Delhi,North,Corporate,P004,Office Chair,Furniture,4,1022,5,3883.6,500,1893.82,48.76,Net Banking,Same Day,6,Aisha,Yes
ORD00207,2025-01-03,C156,Customer 204,Chennai,Tamil Nadu,South,Consumer,P007,Desk,Furniture,1,1914,20,1531.2,1500,107.76,7.04,Net Banking,Standard,6,Ravi,Yes
ORD00208,2025-11-28,C273,Customer 264,Mumbai,Maharashtra,West,Consumer,P003,Monitor,Electronics,9,1480,10,11988.0,800,4921.2,41.05,Net Banking,Standard,4,Kiran,Yes
ORD00209,2025-02-24,C015,Customer 52,Bengaluru,Karnataka,South,Consumer,P003,Monitor,Electronics,9,1677,20,12074.4,800,5478.12,45.37,Credit Card,Same Day,4,Meena,No
ORD00210,2025-06-15,C074,Customer 122,Kochi,Kerala,South,Corporate,P001,Wireless Mouse,Electronics,1,1050,20,840.0,250,632.0,75.24,Debit Card,Standard,1,Arjun,Yes
ORD00211,2025-07-17,C011,Customer 28,Hyderabad,Telangana,South,Consumer,P002,Keyboard,Electronics,4,740,20,2368.0,180,1766.4,74.59,Cash,Same Day,7,Ravi,No
ORD00212,2025-01-23,C082,Customer 89,Delhi,Delhi,North,Corporate,P001,Wireless Mouse,Electronics,4,605,5,2299.0,250,1305.05,56.77,UPI,Express,3,Meena,No
ORD00213,2025-12-12,C300,Customer 114,Chennai,Tamil Nadu,South,Corporate,P008,Webcam,Electronics,4,1493,15,5076.2,700,2410.57,47.49,Debit Card,Express,6,Meena,Yes
ORD00214,2025-07-14,C096,Customer 4,Chennai,Tamil Nadu,South,Corporate,P004,Office Chair,Furniture,3,774,10,2089.8,500,613.02,29.33,Cash,Same Day,3,Ravi,No
ORD00215,2025-03-05,C217,Customer 180,Hyderabad,Telangana,South,Home Office,P007,Desk,Furniture,7,2266,0,15862.0,1500,5362.0,33.8,Credit Card,Express,2,Meena,No
ORD00216,2025-12-07,C013,Customer 175,Bengaluru,Karnataka,South,Consumer,P006,Headphones,Electronics,7,735,10,4630.5,600,481.95,10.41,Credit Card,Same Day,2,Ravi,Yes
ORD00217,2025-08-28,C123,Customer 82,Delhi,Delhi,North,Corporate,P005,Laptop Stand,Accessories,3,888,15,2264.4,220,1664.34,73.5,Debit Card,Standard,6,Meena,No
ORD00218,2025-04-27,C232,Customer 68,Hyderabad,Telangana,South,Home Office,P004,Office Chair,Furniture,8,1116,5,8481.6,500,4503.92,53.1,Debit Card,Same Day,4,Kiran,No
ORD00219,2025-03-06,C063,Customer 263,Mumbai,Maharashtra,West,Consumer,P004,Office Chair,Furniture,10,1122,5,10659.0,500,5687.05,53.35,Net Banking,Express,6,Meena,Yes
ORD00220,2025-12-22,C091,Customer 119,Hyderabad,Telangana,South,Corporate,P003,Monitor,Electronics,1,1299,0,1299.0,800,499.0,38.41,Credit Card,Same Day,1,Ravi,No
ORD00221,2025-02-15,C116,Customer 148,Bengaluru,Karnataka,South,Consumer,P005,Laptop Stand,Accessories,2,1055,10,1899.0,220,1480.1,77.94,Cash,Express,3,Meena,No
ORD00222,2025-12-14,C180,Customer 212,Hyderabad,Telangana,South,Consumer,P003,Monitor,Electronics,3,930,10,2511.0,800,138.9,5.53,Cash,Standard,7,Meena,No
ORD00223,2025-11-08,C113,Customer 21,Bengaluru,Karnataka,South,Corporate,P002,Keyboard,Electronics,5,397,10,1786.5,180,906.35,50.73,UPI,Same Day,2,Meena,Yes
ORD00224,2025-10-10,C160,Customer 92,Bengaluru,Karnataka,South,Home Office,P005,Laptop Stand,Accessories,7,1076,0,7532.0,220,5992.0,79.55,Credit Card,Same Day,4,Aisha,No
ORD00225,2025-02-27,C147,Customer 22,Kochi,Kerala,South,Home Office,P007,Desk,Furniture,10,1957,0,19570.0,1500,4570.0,23.35,Net Banking,Same Day,1,Priya,Yes
ORD00226,2025-02-14,C214,Customer 202,Hyderabad,Telangana,South,Home Office,P001,Wireless Mouse,Electronics,4,1145,10,4122.0,250,3167.8,76.85,Net Banking,Standard,3,Kiran,Yes
ORD00227,2025-12-19,C232,Customer 261,Mumbai,Maharashtra,West,Consumer,P006,Headphones,Electronics,8,1048,20,6707.2,600,2242.56,33.44,Credit Card,Express,6,Kiran,Yes
ORD00228,2025-05-14,C090,Customer 280,Bengaluru,Karnataka,South,Consumer,P008,Webcam,Electronics,1,1519,20,1215.2,700,575.96,47.4,Credit Card,Same Day,3,Priya,Yes
ORD00229,2025-04-14,C160,Customer 71,Hyderabad,Telangana,South,Consumer,P003,Monitor,Electronics,6,1321,0,7926.0,800,3126.0,39.44,Cash,Same Day,4,Priya,Yes
ORD00230,2025-12-24,C154,Customer 69,Delhi,Delhi,North,Home Office,P001,Wireless Mouse,Electronics,8,486,10,3499.2,250,1538.08,43.96,Credit Card,Same Day,5,Priya,No
ORD00231,2025-12-13,C080,Customer 237,Delhi,Delhi,North,Corporate,P002,Keyboard,Electronics,7,1058,5,7035.7,180,5794.22,82.35,Credit Card,Standard,6,Arjun,Yes
ORD00232,2025-05-24,C156,Customer 101,Mumbai,Maharashtra,West,Consumer,P006,Headphones,Electronics,4,744,0,2976.0,600,576.0,19.35,Debit Card,Express,1,Priya,No
ORD00233,2025-03-28,C286,Customer 37,Mumbai,Maharashtra,West,Consumer,P008,Webcam,Electronics,10,1171,10,10539.0,700,3656.1,34.69,UPI,Express,7,Meena,Yes
ORD00234,2025-11-27,C251,Customer 223,Kochi,Kerala,South,Corporate,P006,Headphones,Electronics,10,970,0,9700.0,600,3700.0,38.14,Credit Card,Same Day,3,Ravi,No
ORD00235,2025-12-01,C129,Customer 126,Kochi,Kerala,South,Consumer,P002,Keyboard,Electronics,5,922,20,3688.0,180,2972.4,80.6,Credit Card,Same Day,1,Ravi,No
ORD00236,2025-12-16,C087,Customer 53,Hyderabad,Telangana,South,Home Office,P003,Monitor,Electronics,6,1090,20,5232.0,800,693.6,13.26,Debit Card,Same Day,5,Arjun,No
ORD00237,2025-07-08,C070,Customer 283,Kochi,Kerala,South,Corporate,P003,Monitor,Electronics,6,1227,5,6993.9,800,2212.3,31.63,Debit Card,Standard,1,Ravi,Yes
ORD00238,2025-09-13,C081,Customer 154,Chennai,Tamil Nadu,South,Home Office,P007,Desk,Furniture,4,2106,15,7160.4,1500,1349.94,18.85,Net Banking,Same Day,1,Priya,Yes
ORD00239,2025-02-15,C021,Customer 226,Bengaluru,Karnataka,South,Corporate,P003,Monitor,Electronics,8,1552,15,10553.6,800,4432.96,42.0,Credit Card,Standard,6,Arjun,Yes
ORD00240,2025-05-26,C037,Customer 29,Delhi,Delhi,North,Home Office,P001,Wireless Mouse,Electronics,9,785,5,6711.75,250,4479.41,66.74,Cash,Express,1,Meena,Yes
ORD00241,2025-01-03,C227,Customer 289,Kochi,Kerala,South,Home Office,P003,Monitor,Electronics,3,1287,10,3474.9,800,1113.51,32.04,Debit Card,Same Day,2,Meena,Yes
ORD00242,2025-11-17,C080,Customer 206,Delhi,Delhi,North,Home Office,P006,Headphones,Electronics,8,1138,20,7283.2,600,2847.36,39.09,Net Banking,Standard,7,Ravi,No
ORD00243,2025-09-04,C071,Customer 154,Delhi,Delhi,North,Corporate,P005,Laptop Stand,Accessories,10,751,10,6759.0,220,4634.1,68.56,Net Banking,Same Day,1,Priya,Yes
ORD00244,2025-07-10,C285,Customer 298,Kochi,Kerala,South,Corporate,P008,Webcam,Electronics,2,950,20,1520.0,700,196.0,12.89,Debit Card,Same Day,2,Kiran,No
ORD00245,2025-04-14,C281,Customer 58,Hyderabad,Telangana,South,Consumer,P007,Desk,Furniture,2,1832,5,3480.8,1500,489.96,14.08,Debit Card,Same Day,1,Priya,No
ORD00246,2025-10-05,C294,Customer 58,Bengaluru,Karnataka,South,Home Office,P008,Webcam,Electronics,9,1269,5,10849.95,700,4578.5,42.2,Net Banking,Same Day,5,Ravi,No
ORD00247,2025-10-09,C260,Customer 59,Mumbai,Maharashtra,West,Home Office,P002,Keyboard,Electronics,3,1164,20,2793.6,180,2393.28,85.67,Net Banking,Standard,4,Aisha,No
ORD00248,2025-03-12,C192,Customer 30,Bengaluru,Karnataka,South,Corporate,P003,Monitor,Electronics,10,1386,0,13860.0,800,5860.0,42.28,Credit Card,Standard,3,Ravi,Yes
ORD00249,2025-08-07,C045,Customer 104,Mumbai,Maharashtra,West,Home Office,P004,Office Chair,Furniture,5,723,5,3434.25,500,943.29,27.47,UPI,Same Day,7,Arjun,Yes
ORD00250,2025-05-11,C063,Customer 123,Kochi,Kerala,South,Corporate,P006,Headphones,Electronics,6,1523,0,9138.0,600,5538.0,60.6,Net Banking,Same Day,5,Arjun,No
ORD00251,2025-10-09,C168,Customer 58,Delhi,Delhi,North,Consumer,P001,Wireless Mouse,Electronics,6,452,10,2440.8,250,967.92,39.66,Credit Card,Express,3,Priya,No
ORD00252,2025-09-07,C057,Customer 38,Delhi,Delhi,North,Corporate,P001,Wireless Mouse,Electronics,8,466,0,3728.0,250,1728.0,46.35,Credit Card,Standard,5,Arjun,No
ORD00253,2025-08-16,C008,Customer 13,Delhi,Delhi,North,Corporate,P003,Monitor,Electronics,5,1451,10,6529.5,800,2602.05,39.85,Credit Card,Express,5,Meena,Yes
ORD00254,2025-07-20,C244,Customer 82,Chennai,Tamil Nadu,South,Home Office,P001,Wireless Mouse,Electronics,3,985,20,2364.0,250,1732.2,73.27,Cash,Express,2,Kiran,Yes
ORD00255,2025-03-09,C023,Customer 109,Hyderabad,Telangana,South,Consumer,P006,Headphones,Electronics,9,921,10,7460.1,600,2142.99,28.73,Debit Card,Same Day,4,Arjun,No
ORD00256,2025-10-24,C248,Customer 171,Hyderabad,Telangana,South,Consumer,P007,Desk,Furniture,6,1606,10,8672.4,1500,-231.24,-2.67,UPI,Standard,4,Kiran,Yes
ORD00257,2025-05-20,C033,Customer 257,Kochi,Kerala,South,Corporate,P003,Monitor,Electronics,3,1179,15,3006.45,800,686.03,22.82,Debit Card,Same Day,5,Kiran,Yes
ORD00258,2025-08-07,C293,Customer 51,Delhi,Delhi,North,Corporate,P001,Wireless Mouse,Electronics,2,1243,5,2361.7,250,1867.91,79.09,Debit Card,Standard,7,Priya,Yes
ORD00259,2025-06-29,C282,Customer 208,Hyderabad,Telangana,South,Corporate,P005,Laptop Stand,Accessories,6,841,5,4793.7,220,3486.32,72.73,UPI,Same Day,3,Aisha,No
ORD00260,2025-06-28,C078,Customer 70,Delhi,Delhi,North,Consumer,P008,Webcam,Electronics,6,1049,5,5979.3,700,1795.04,30.02,UPI,Same Day,4,Meena,No
ORD00261,2025-02-03,C074,Customer 155,Delhi,Delhi,North,Home Office,P007,Desk,Furniture,5,1772,20,7088.0,1500,-57.6,-0.81,Debit Card,Express,6,Kiran,No
ORD00262,2025-04-02,C156,Customer 298,Bengaluru,Karnataka,South,Corporate,P002,Keyboard,Electronics,10,361,20,2888.0,180,1232.4,42.67,Cash,Express,7,Aisha,No
ORD00263,2025-05-12,C280,Customer 12,Mumbai,Maharashtra,West,Consumer,P002,Keyboard,Electronics,6,459,10,2478.6,180,1426.14,57.54,Debit Card,Standard,6,Ravi,Yes
ORD00264,2025-05-25,C257,Customer 51,Mumbai,Maharashtra,West,Consumer,P001,Wireless Mouse,Electronics,8,555,20,3552.0,250,1729.6,48.69,Credit Card,Same Day,1,Priya,Yes
ORD00265,2025-01-03,C097,Customer 139,Chennai,Tamil Nadu,South,Home Office,P002,Keyboard,Electronics,10,629,5,5975.5,180,4191.23,70.14,UPI,Same Day,3,Ravi,Yes
ORD00266,2025-07-27,C173,Customer 90,Hyderabad,Telangana,South,Consumer,P006,Headphones,Electronics,1,1364,15,1159.4,600,590.09,50.9,Cash,Standard,1,Aisha,No
ORD00267,2025-01-07,C014,Customer 163,Delhi,Delhi,North,Home Office,P008,Webcam,Electronics,7,1063,15,6324.85,700,1592.27,25.17,Debit Card,Standard,4,Kiran,No
ORD00268,2025-03-15,C272,Customer 47,Chennai,Tamil Nadu,South,Corporate,P003,Monitor,Electronics,1,1059,5,1006.05,800,208.7,20.74,Debit Card,Express,3,Kiran,Yes
ORD00269,2025-01-17,C159,Customer 282,Bengaluru,Karnataka,South,Home Office,P006,Headphones,Electronics,10,964,15,8194.0,600,2410.9,29.42,Cash,Same Day,3,Arjun,No
ORD00270,2025-02-21,C186,Customer 78,Hyderabad,Telangana,South,Home Office,P003,Monitor,Electronics,1,1471,15,1250.35,800,483.45,38.67,Credit Card,Express,7,Ravi,Yes
ORD00271,2025-04-15,C285,Customer 94,Chennai,Tamil Nadu,South,Corporate,P003,Monitor,Electronics,1,1456,20,1164.8,800,423.04,36.32,Net Banking,Express,6,Priya,Yes
ORD00272,2025-08-15,C256,Customer 110,Delhi,Delhi,North,Home Office,P003,Monitor,Electronics,1,1259,5,1196.05,800,399.2,33.38,Debit Card,Express,4,Priya,No
ORD00273,2025-12-12,C180,Customer 31,Chennai,Tamil Nadu,South,Consumer,P001,Wireless Mouse,Electronics,1,417,15,354.45,250,113.83,32.11,Net Banking,Express,4,Meena,Yes
ORD00274,2025-05-04,C119,Customer 182,Hyderabad,Telangana,South,Consumer,P001,Wireless Mouse,Electronics,1,618,15,525.3,250,289.21,55.06,Debit Card,Express,6,Arjun,No
ORD00275,2025-09-02,C137,Customer 70,Bengaluru,Karnataka,South,Corporate,P008,Webcam,Electronics,10,1609,5,15285.5,700,8325.73,54.47,Debit Card,Standard,3,Ravi,No
ORD00276,2025-11-02,C232,Customer 109,Bengaluru,Karnataka,South,Home Office,P004,Office Chair,Furniture,6,1299,20,6235.2,500,3546.96,56.89,UPI,Standard,7,Aisha,No
ORD00277,2025-06-02,C013,Customer 58,Mumbai,Maharashtra,West,Consumer,P001,Wireless Mouse,Electronics,3,795,5,2265.75,250,1521.71,67.16,UPI,Standard,3,Priya,No
ORD00278,2025-02-16,C213,Customer 174,Bengaluru,Karnataka,South,Home Office,P002,Keyboard,Electronics,8,979,15,6657.2,180,5393.42,81.02,Cash,Express,1,Kiran,Yes
ORD00279,2025-09-16,C119,Customer 295,Kochi,Kerala,South,Corporate,P004,Office Chair,Furniture,1,638,5,606.1,500,107.69,17.77,UPI,Same Day,1,Ravi,No
ORD00280,2025-09-27,C220,Customer 2,Chennai,Tamil Nadu,South,Consumer,P002,Keyboard,Electronics,2,779,5,1480.1,180,1123.99,75.94,Credit Card,Same Day,5,Priya,Yes
ORD00281,2025-04-25,C038,Customer 140,Mumbai,Maharashtra,West,Home Office,P006,Headphones,Electronics,2,1057,5,2008.3,600,813.59,40.51,Credit Card,Standard,3,Arjun,Yes
ORD00282,2025-10-12,C186,Customer 137,Bengaluru,Karnataka,South,Consumer,P001,Wireless Mouse,Electronics,9,399,15,3052.35,250,883.15,28.93,Debit Card,Same Day,1,Aisha,No
ORD00283,2025-05-18,C205,Customer 217,Delhi,Delhi,North,Corporate,P005,Laptop Stand,Accessories,6,1026,15,5232.6,220,4051.11,77.42,Net Banking,Express,4,Priya,No
ORD00284,2025-05-03,C257,Customer 131,Mumbai,Maharashtra,West,Home Office,P007,Desk,Furniture,3,2250,0,6750.0,1500,2250.0,33.33,Net Banking,Same Day,4,Priya,Yes
ORD00285,2025-01-26,C208,Customer 286,Chennai,Tamil Nadu,South,Corporate,P002,Keyboard,Electronics,10,1082,0,10820.0,180,9020.0,83.36,Cash,Same Day,6,Arjun,No
